"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VGKXP7QT","journalArticle","2013","Siegal, Z.; Tsoar, H.; Karnieli, A.","Aeolian Research","","","","","https://www.academia.edu/download/45565247/Effects_of_prolonged_drought_on_the_vege20160512-2578-fwarkk.pdf","","2013","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:24","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\rache\Zotero\storage\BKFJX82B\Siegal et al. - 2013 - Aeolian Research.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRI82VVQ","journalArticle","2010","Kochendorfer, J. P.; Ramírez, J. A.","Modeling the monthly mean soil-water balance with a statistical-dynamical ecohydrology model as coupled to a two-component canopy model","Hydrology and Earth System Sciences","","","","https://hess.copernicus.org/articles/14/2099/2010/","","2010","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:27","2099–2120","","10","14","","","","","","","","","","","","","","","Google Scholar","","Publisher: Copernicus GmbH","","C:\Users\rache\Zotero\storage\ME85WQJK\Kochendorfer and Ramírez - 2010 - Modeling the monthly mean soil-water balance with .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFLU43Q3","journalArticle","2010","Grigg, Alasdair M.; Lambers, Hans; Veneklaas, Erik J.","Changes in water relations for Acacia ancistrocarpa on natural and mine-rehabilitation sites in response to an experimental wetting pulse in the Great Sandy Desert","Plant and Soil","","0032-079X, 1573-5036","10.1007/s11104-009-9957-5","http://link.springer.com/10.1007/s11104-009-9957-5","","2010-01","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:27","75-96","","1-2","326","","Plant Soil","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\IGDD4HBC\Grigg et al. - 2010 - Changes in water relations for Acacia ancistrocarp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W48AN6VR","journalArticle","2023","Mensah, Sylvanus; Noulèkoun, Florent; Dimobe, Kangbéni; Seifert, Thomas; Glèlè Kakaï, Romain","Climate and soil effects on tree species diversity and aboveground carbon patterns in semi-arid tree savannas","Scientific Reports","","","","https://www.nature.com/articles/s41598-023-38225-3","","2023","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:30","11509","","1","13","","","","","","","","","","","","","","","Google Scholar","","Publisher: Nature Publishing Group UK London","","C:\Users\rache\Zotero\storage\LMKJ2RZS\Mensah et al. - 2023 - Climate and soil effects on tree species diversity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7T86RNQ9","journalArticle","2007","Bucini, Gabriela; Hanan, Niall P.","A continental‐scale analysis of tree cover in African savannas","Global Ecology and Biogeography","","1466-822X, 1466-8238","10.1111/j.1466-8238.2007.00325.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1466-8238.2007.00325.x","ABSTRACT                            Aim                We present a continental‐scale analysis that explores the processes controlling woody community structure in tropical savannas. We analyse how biotic and abiotic factors interact to promote and modify tree cover, examine alternative ecological hypotheses and quantify disturbance effects using satellite estimates of tree cover.                                         Location                African savannas.                                         Methods                Tree cover is represented as a resource‐driven potential cover related to rainfall and soil characteristics perturbed by natural and human factors such as fire, cattle grazing, human population and cultivation. Within this framework our approach combines semi‐empirical modelling and information theory to identify the best models.                                         Results                Woody community structure across African savannas is best represented by a sigmoidal response of tree cover to mean annual precipitation (MAP), with a dependency on soil texture, which is modified by the separate effects of fire, domestic livestock, human population density and cultivation intensity. This model explains               c               . 66% of the variance in tree cover and appears consistent across the savanna regions of Africa.                                         Main conclusions                The analysis provides a new understanding of the importance and interaction of environmental and disturbance factors that create the broad spatial patterns of tree cover observed in African savannas. Woody cover increases with rainfall, but is modified by disturbances. These ‘perturbation’ effects depend on MAP regimes: in arid savannas (MAP < 400 mm) they are generally small (< 1% decrease in cover), while in semi‐arid and mesic savannas (400–1600 mm), perturbations result in an average 2% (400 mm) to 23% (1600 mm) decrease in cover; fire frequency and human population have more influence than cattle, and cultivation appears, on average, to lead to small increases in woody cover. Wet savannas (1600–2200 mm) are controlled by perturbations that inhibit canopy closure and reduce tree cover by, on average, 24–34%. Full understanding of the processes determining savanna structure requires consideration of resource limitation and disturbance dynamics.","2007-09","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:31","593-605","","5","16","","Global Ecology and Biogeography","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6VUP85D","journalArticle","2021","Zang, Yong‐Xin; Ma, Jian‐Ying; Zhou, Xiao‐Bing; Tao, Ye; Yin, Ben‐Feng; Zhang, Yuan‐Ming","Extreme precipitation increases the productivity of a desert ephemeral plant community in Central Asia, but there is no slope position effect","Journal of Vegetation Science","","1100-9233, 1654-1103","10.1111/jvs.13077","https://onlinelibrary.wiley.com/doi/10.1111/jvs.13077","Abstract                            Questions               Anthropogenic climate change has become a critical environmental problem and is profoundly affecting various ecosystems, especially desert ecosystems. However, very few studies have explored the effects of extreme precipitation on the community structure and ecosystem functions in drylands. Moreover, whether local microtopography will interact with extreme precipitation on plant growth by changing water retention and other processes is still unclear.                                         Location               The Gurbantunggut Desert in Central Asia.                                         Methods               We conducted a two‐year field experiment to assess the effect of extreme precipitation (+65% of ambient growing‐season precipitation amounts) on the composition and productivity of a desert ephemeral plant community growing in sand dunes of the Gurbantunggut Desert in Central Asia. We further determined how much slope position modulates this response.                                         Results               We found that the cover, density, height, species richness, and biomass of ephemeral plants increased with an increase in precipitation, and the strongest direct effect of biomass was a positive effect on density of ephemeral plants. Additionally, no significant differences in the sensitivity of biomass to the increased precipitation were found between slope positions.                                         Conclusions               The results indicate that extreme precipitation primarily increased the above‐ground net primary production by increasing the density, rather than the height and species richness, of the ephemeral community; no interactive effects were observed between sand dune slope positions and the sensitivity of biomass to the extreme precipitation treatment.","2021-09","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:33","e13077","","5","32","","J Vegetation Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","Collins, Beverly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B25VSGDA","journalArticle","1989","Gosz, James R.; Sharpe, Peter JH","Broad-scale concepts for interactions of climate, topography, and biota at biome transitions","Landscape Ecology","","","","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bedccd184c34c8a8701c2d22645fd186746ecce2","","1989","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:42","229–243","","3-4","3","","","","","","","","","","","","","","","Google Scholar","","Publisher: Citeseer","","C:\Users\rache\Zotero\storage\7AS2PHKN\Gosz and Sharpe - 1989 - Broad-scale concepts for interactions of climate, .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIRDZL3Y","journalArticle","2024","Terry, Tyson J.; Adler, Peter B.","Precipitation seasonality and soil texture interact to shape dryland recovery from severe disturbance","Journal of Ecology","","0022-0477, 1365-2745","10.1111/1365-2745.14306","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2745.14306","Abstract                                                                Disturbances drive large changes in plant composition and ecosystem functioning in drylands, but current understanding of how recovery following disturbance depends on the environment is limited due to challenges in analysing effects of disparate disturbances across abiotic gradients.                                                     We combined remote sensing and field observations across 5600+ km of natural gas pipeline corridors and adjacent undisturbed vegetation to investigate how recovery from a uniform, severe disturbance varied with factors that influence water availability in drylands.                                                     We found that recovery of net primary production (NPP) often remains incomplete, with only 42% of our sites projected to fully recover within 100 years. NPP recovery was quicker and more complete in regions that receive most of their annual precipitation at low temperatures and have fine‐textured soil; recovery of total shrub cover (median timing of 81 years) was faster on fine‐textured soils in locations that receive most of their annual precipitation at high temperatures. Locations with quick recovery of shrub cover were linked with a shift in dominant shrub species and incomplete NPP recovery.                                                                          Synthesis                     . Recovery of NPP and shrub cover in drylands were driven by different environmental factors. For both NPP and shrub cover, locations with high pre‐disturbance values required more time to recover to adjacent undisturbed levels than locations with low pre‐disturbance values. Quick recovery of shrub cover or productivity was generally linked with a shift in dominant plant species or functional group.                                                                           ,              Resumen                                                                Las perturbaciones provocan grandes cambios en la composición de plantas y en el funcionamiento de los ecosistemas de las zonas áridas, pero la comprensión actual de cómo la recuperación tras una perturbación depende del clima es limitada debido a las dificultades de analizar los efectos de perturbaciones dispares a través de gradientes abióticos.                                                     Combinamos las observaciones de satélite y campo a lo largo de más de 5600 km de corredores de gasoductos naturales y vegetación adyacente no perturbada para investigar cómo la recuperación tras una perturbación uniforme y severa variaba con los factores que influyen en la disponibilidad de agua en las tierras secas.                                                     Encontramos que la recuperación de la producción primaria neta (PPN) a menudo es incompleta, con un 42% de nuestros sitios proyectados para recuperarse completamente dentro de 100 años. La recuperación de la PPN fue más rápida y completa en regiones donde la mayoría de la precipitación calle en tiempos de baja temperatura, la recuperación de la cubierta arbustiva total (mediana de 81 años) fue más rápida en suelos de textura fina. Las localidades con una rápida recuperación de la cubierta arbustiva estuvieron relacionadas con un cambio en las especies arbustivas dominantes y una recuperación incompleta de la NPP.                                                     La recuperación de la PPN y de la cubierta arbustiva en las zonas áridas se debió a diferentes factores ambientales. Tanto para la PPN como para la cobertura arbustiva, los lugares con altos valores previos a la perturbación necesitaron más tiempo para recuperarse a niveles no perturbados que los lugares con bajos valores previo a la perturbación. La rápida recuperación de la cubierta arbustiva o de la productividad fue generalmente relacionada con un cambio en la especie vegetal dominante o en el grupo functional de las plantas.","2024-06","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:42","1356-1368","","6","112","","Journal of Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\5FL9KJ3K\Terry and Adler - 2024 - Precipitation seasonality and soil texture interac.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLGX3FZN","journalArticle","2011","Werner, Corey M.; Mason, Joseph A.; Hanson, Paul R.","Non-linear connections between dune activity and climate in the High Plains, Kansas and Oklahoma, USA","Quaternary Research","","","","https://www.cambridge.org/core/journals/quaternary-research/article/nonlinear-connections-between-dune-activity-and-climate-in-the-high-plains-kansas-and-oklahoma-usa/246B5C73B2CE38934E5EA871DF1CFF4F","","2011","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:45","267–277","","1","75","","","","","","","","","","","","","","","Google Scholar","","Publisher: Cambridge University Press","","C:\Users\rache\Zotero\storage\CADV9J9G\Werner et al. - 2011 - Non-linear connections between dune activity and c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIVP3AJV","journalArticle","2019","Barnard, David M.; Germino, Matthew J.; Arkle, Robert S.; Bradford, John B.; Duniway, Michael C.; Pilliod, David S.; Pyke, David A.; Shriver, Robert K.; Welty, Justin L.","Soil characteristics are associated with gradients of big sagebrush canopy structure after disturbance","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.2780","https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.2780","Abstract                            Reestablishing shrub canopy cover after disturbance in semi‐arid ecosystems, such as sagebrush steppe, is essential to provide wildlife habitat and restore ecosystem functioning. While several studies have explored the effects of landscape and climate factors on the success or failure of sagebrush seeding, the influence of soil properties on gradients of shrub canopy structure in successfully seeded areas remains largely unexplored. In this study, we evaluated associations between soil properties and gradients in sagebrush canopy structure in stands that had successfully reestablished after fire and subsequent seeding treatments. Using a dataset collected across the Great Basin,               USA               , of sagebrush stands that had burned and reestablished between 1986 and 2013, we tested soil depth and texture, soil surface classification, biological soil crusts plus mean historical precipitation, solar heatload, and fire history as modeling variables to explore gradients in sagebrush canopy structure growth in terms of cover, height, and density. Deeper soils were associated with greater sagebrush canopy structure development in terms of plant density and percent cover, coarser textured soils were associated with greater sagebrush cover and density, and more clayey soils were typically associated with greater height. Biological crust presence was also positively associated with enhanced sagebrush canopy growth, but adding more demographically or morphologically explicit descriptions of biocrust communities did not improve explanatory power. Increasing heatload had a negative effect on sagebrush canopy structure growth, and increased mean annual precipitation was only associated with greater sagebrush height. Given that conservation and restoration of the sagebrush steppe ecosystems has become a priority for land managers, the associations we identify between gradients in post‐fire sagebrush canopy structure growth and field‐identifiable soil characteristics may improve planning of land treatments for sagebrush restoration and the understanding of semi‐arid ecosystem functioning and post‐disturbance dynamics.","2019-06","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:48","e02780","","6","10","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIYKSDUB","journalArticle","2022","Jiang, Lubing; Wu, Lu; Liu, Hongyan; He, Wenqi; Shi, Liang; Xu, Chongyang; Xiang, Changlin","Coarsened soil reduces drought resistance of fibrous-rooted species on degraded steppe","Ecological Indicators","","","","https://www.sciencedirect.com/science/article/pii/S1470160X22011177","","2022","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:51","109644","","","145","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\ES895IDM\S1470160X22011177.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTHZL37Z","journalArticle","2021","Jiang, Lubing; Liu, Hongyan; Peng, Zhaoyu; Dai, Jingyu; Zhao, Fengjun; Chen, Zhiting","Root system plays an important role in responses of plant to drought in the steppe of China","Land Degradation & Development","","1085-3278, 1099-145X","10.1002/ldr.3930","https://onlinelibrary.wiley.com/doi/10.1002/ldr.3930","Abstract                            In the temperate grasslands of northern China, there exists a large range of soil texture. However, previous studies have mainly focused on the effect of climate water deficit on plant traits and have paid little attention to the effect of soil water deficit because grasses tend to use rainfall water directly. We measured eight drought‐related plant traits of 12 widely distributed perennial species in the temperate grassland in northern China and examined drought‐related plant traits under different aridity index ([ET               0               − P]/ET               0               ) and soil sand/clay ratio. The 12 species were categorized into three functional groups: fibrous‐rooted C               4               species, fibrous‐rooted C               3               species, and tap‐rooted C               3               species. Our results showed that increasing climate drought had influence on all selected functional groups, and the influence on aboveground biomass and height was especially large on fibrous‐rooted C               3               species. Coarse soil led to increased root length of fibrous‐rooted C               3               and tap‐rooted C               3               species. Our results imply that root system can be important to plant responses under drought, and soil texture can have influence on plant, though most of the traits show resistance to coarser soil.","2021-08-15","2024-10-06 18:09:51","2024-10-06 18:09:51","2024-10-06 18:09:51","3498-3506","","13","32","","Land Degrad Dev","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIJMMUR6","journalArticle","2004","Huxman, Travis E.; Cable, Jessica M.; Ignace, Danielle D.; Eilts, J. Alex; English, Nathan B.; Weltzin, Jake; Williams, David G.","Response of net ecosystem gas exchange to a simulated precipitation pulse in a semi-arid grassland: the role of native versus non-native grasses and soil texture","Oecologia","","0029-8549, 1432-1939","10.1007/s00442-003-1389-y","http://link.springer.com/10.1007/s00442-003-1389-y","","2004-10","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:27","295-305","","2","141","","Oecologia","Response of net ecosystem gas exchange to a simulated precipitation pulse in a semi-arid grassland","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\9YJBAZ95\Huxman et al. - 2004 - Response of net ecosystem gas exchange to a simula.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D42WVBSB","journalArticle","2022","Zang, Yong-Xin; Ma, Jian-Ying; Zhou, Xiao-Bing; Tao, Ye; Yin, Ben-Feng; Shayaguli, Jigeer; Zhang, Yuan-Ming; 1State Key Laboratory of Desert and Oasis Ecology, Key Laboratory of Ecological Safety and Sustainable Development in Arid Lands, Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences, Ürümqi 830011, China; 2Key Laboratory of Geographical Processes and Ecological Security in Changbai Mountains, Ministry of Education, School of Geographical Sciences, Northeast Normal University, Changchun 130024, China; 3Xinjiang Key Laboratory of Biological Resources and Genetic Engineering, College of Life Science and Technology, Xinjiang University, Ürümqi 830046, China","Effects of extreme drought and extreme precipitation on aboveground productivity of ephemeral plants across different slope positions along sand dunes","Chinese Journal of Plant Ecology","","1005-264X","10.17521/cjpe.2021.0473","https://www.plant-ecology.com/EN/10.17521/cjpe.2021.0473","","2022","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:29","1537-1550","","12","46","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\ID94UA7E\Zang et al. - 2022 - Effects of extreme drought and extreme precipitati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X39TE4UH","bookSection","1992","Gosz, James R.; Parmenter, Robert R.; Marshall, Diane","Ecological Indicators in a Desert/Grassland Transition","Ecological Indicators","978-1-4613-7108-3 978-1-4615-4659-7","","","http://link.springer.com/10.1007/978-1-4615-4659-7_42","","1992","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:32","739-763","","","","","","","","","","","Springer US","Boston, MA","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-1-4615-4659-7_42","","","","","","McKenzie, Daniel H.; Hyatt, D. Eric; McDonald, V. Janet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIPPNQE5","journalArticle","2018","Sanaei, Anvar; Chahouki, Mohammad Ali Zare; Ali, Arshad; Jafari, Mohammad; Azarnivand, Hossein","Abiotic and biotic drivers of aboveground biomass in semi-steppe rangelands","Science of the Total Environment","","","","https://www.sciencedirect.com/science/article/pii/S0048969717326980","","2018","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:41","895–905","","","615","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\8Z2JMQSW\S0048969717326980.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDC5JPGI","journalArticle","2008","Koechy, Martin","Effects of simulated daily precipitation patterns on annual plant populations depend on life stage and climatic region","BMC Ecology","","1472-6785","10.1186/1472-6785-8-4","http://bmcecol.biomedcentral.com/articles/10.1186/1472-6785-8-4","","2008","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:41","4","","1","8","","BMC Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\Q32N4PBE\Koechy - 2008 - Effects of simulated daily precipitation patterns .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4ERTIQK","journalArticle","2020","Zang, Yong-Xin; Min, Xiao-Jun; de Dios, Víctor Resco; Ma, Jian-Ying; Sun, Wei","Extreme drought affects the productivity, but not the composition, of a desert plant community in Central Asia differentially across microtopographies","Science of the Total Environment","","","","https://www.sciencedirect.com/science/article/pii/S0048969720307610","","2020","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:44","137251","","","717","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\SHHHPLQM\S0048969720307610.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVS6PCPN","journalArticle","2019","Thoma, David P.; Munson, Seth M.; Witwicki, Dana L.","Landscape pivot points and responses to water balance in national parks of the southwest US","Journal of Applied Ecology","","0021-8901, 1365-2664","10.1111/1365-2664.13250","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.13250","Abstract                                                                A recent drying trend that is expected to continue in the southwestern US underscores the need for site‐specific and near real‐time understanding of vegetation vulnerability so that land management actions can be implemented at the right time and place.                                                                          We related the annual integrated normalized difference vegetation index (                     iNDVI                     ), a proxy for vegetation production, to water balance across landscapes of the Colorado Plateau. We determined how changes in production per unit of water (vegetation responses) and the water balance amounts at which production shifted from above to below average values (pivot points), varied across dominant vegetation and soil types.                                                                                             Precipitation (                     PRCP                     ), actual evapotranspiration (                     AET                     ), water deficit (                     D                     ), and soil moisture (                     SM                     ) explained 13%–82% of variation in vegetation production. Along an increasing water availability gradient, vegetation responses to                     PRCP                     and                     AET                     increased, responses to                     SM                     decreased, and responses to                     D                     became more negative. We found trade‐offs between vegetation responses and pivot points within and across all vegetation types that were mediated by soil properties.                                                                                             Synthesis and applications                     . The water needed by native vegetation to maintain production depends on plant traits. The water available to vegetation depends on climate and soil properties that change along environmental gradients. Tracking this biologically relevant water availability in relation to water need provides an indicator of vegetation growth or stress that can help guide the time and place for management actions.                                                                           ,              The water needed by native vegetation to maintain production depends on plant traits. The water available to vegetation depends on climate and soil properties that change along environmental gradients. Tracking this biologically relevant water availability in relation to water need provides an indicator of vegetation growth or stress that can help guide the time and place for management actions.","2019-01","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:47","157-167","","1","56","","Journal of Applied Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","Macinnis‐Ng, Cate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJHHUG99","journalArticle","","Spielmann, Katherine A.; Hall, Sharon J.; Kruse-Peeples, Melissa R.; Nakase, Dana K.; Trujillo, Jolene E.","Soil Texture and Agricultural Resilience in the Prehistoric Southwest","VIEWING THE FUTURE IN THE PAST","","","","https://www.researchgate.net/profile/David-Goldstein-5/publication/309726633_How_Archaeology_and_the_Historical_Sciences_Can_Save_the_World_Thomas_Foster_II_David_J_Goldstein_and_Lisa_M_Paciullii/links/581f4c0f08ae12715af8eb2c/How-Archaeology-and-the-Historical-Sciences-Can-Save-the-World-Thomas-Foster-II-David-J-Goldstein-and-Lisa-M-Paciullii.pdf#page=114","","","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:50","106","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\rache\Zotero\storage\NEHTED3Z\Spielmann et al. - Soil Texture and Agricultural Resilience in the Pr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RF67KFW","journalArticle","2024","Suliman, Mahmoud; Scaini, Anna; Manzoni, Stefano; Vico, Giulia","Soil properties modulate actual evapotranspiration and precipitation impacts on crop yields in the USA","Science of the Total Environment","","","","https://www.sciencedirect.com/science/article/pii/S0048969724053221","","2024","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:56","175172","","","949","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7A3NLHBY","journalArticle","2022","臧永新; 尹本丰; 张署军; 张元明","荒漠短命植物地上和地下生产力对极端干旱和降水的响应.","Yingyong Shengtai Xuebao","","","","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10019332&AN=161167751&h=eaIjoLDSh0gBioHnM2y8NjLzntoLRGtLZNQ5FAuKozXmG4XWPox6VSL9j44%2FrZM%2BPhAkXRABc1YY%2FnaeNjG6lg%3D%3D&crl=c","","2022","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:59","","","12","33","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\rache\Zotero\storage\IVN5T7JC\wa4py6yj8t.scholar.serialssolutions.com.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSTDGXTX","journalArticle","1994","Coffin, Debra P.; Lauenroth, William K.","Successional dynamics of a semiarid grassland: effects of soil texture and disturbance size","Vegetatio","","0042-3106","10.1007/BF00038715","https://link.springer.com/10.1007/BF00038715","","1994-01","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:11:59","67-82","","1","110","","Vegetatio","Successional dynamics of a semiarid grassland","","","","","","","en","https://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\97ABYL2G\Coffin and Lauenroth - 1994 - Successional dynamics of a semiarid grassland eff.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YG5HE5PY","journalArticle","2001","Sala, Osvaldo E.","Productivity of temperate grasslands","Terrestrial global productivity","","","","https://books.google.com/books?hl=en&lr=&id=AhGl0iA74kwC&oi=fnd&pg=PA285&dq=%22inverse+texture%22+OR+%22inverse-texture%22&ots=fQ5FQLmbTp&sig=DB-3ieiZ9g20EMa8go1fmLbl2Yg","","2001","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:02","285–300","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Academic Press San Diego","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
