"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HFQ7GAUR","journalArticle","2019","Van Der Merwe, Helga; Van Rooyen, Noel; Bezuidenhout, Hugo; Bothma, Jacobus Du P.; Van Rooyen, Margaretha W.","Vachellia erioloba dynamics over 38 years in the Kalahari Gemsbok National Park, South Africa","Koedoe","","2071-0771, 0075-6458","10.4102/koedoe.v61i1.1534","https://koedoe.co.za/index.php/koedoe/article/view/1534","Vachellia erioloba is a keystone tree species in the southern Kalahari. This long-term study over nearly four decades tracks two populations in different landscapes (the interior sandy duneveld versus the clayey Nossob riverbed) of a large conservation area and offers valuable data on this species under natural soil moisture conditions and with limited anthropogenic influences. In 1978, 18 trees were permanently marked in a 1 ha plot in the interior duneveld of the Kalahari Gemsbok National Park (Dankbaar site). In the Nossob riverbed all trees in a 1 ha plot were surveyed in 1979 (Grootkolk site). At both sites, tree height and stem circumference were subsequently measured at irregular intervals until 2016 in order to investigate growth rates and population structure. Of the 18 marked trees at Dankbaar, six died and three showed coppice regrowth following substantial dieback after a fire. A mean height increase of 60 mm/year was recorded and the mean height of the remaining uncoppiced trees was 6.8 m in 2016. Stem diameter growth rate per year varied widely between trees and between years with a mean value of 2.5 mm/year over the 38-year period. Growth rate calculated for three 10-year intervals varied. Using the mean growth rate derived in the current study and stem size of the dead trees, the mean age of the trees when they died was estimated. At the Grootkolk site, the position of the centroid in relation to the midpoint of the diameter class range suggests that this population is gradually becoming a mature to old population with limited recruitment. This was supported by the size class distribution curves. However, no differences between slopes or intercepts of the stem diameter size class distributions were found.Conservation implications: This study was conducted in a large conservation area, that is, a natural ecosystem excluding most of the anthropogenic threats that are present outside of the park. The study illustrated that in the duneveld the population studied was self-sustaining, with recruitment occurring and large individuals presumably dying of old age. Although fire caused a few individuals to coppice, no fire-related deaths were reported. In the Nossob riverbed, surveys started in a stand of predominantly young trees and the size class distribution at that stage already showed a lack of recruitment. This stand is ageing and will likely disappear at this site; however, new young stands are appearing at other sites in the Nossob riverbed. Under the current conditions with negligible anthropogenic influences, it therefore appears that some V. erioloba populations in the park are increasing in size while others are decreasing, but that overall the species will persist. The impact of global climate change on this species is, however, unknown.","2019-04-29","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:09","","","1","61","","Koedoe","","","","","","","","","https://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\CRVDTQ3J\Van Der Merwe et al. - 2019 - Vachellia erioloba dynamics over 38 years in the K.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DZWPJ9I","journalArticle","1999","KNIGHT, DENNIS H.","15 Ponderosa and Limber Pine Woodlands","Savannas, barrens, and rock outcrop plant communities of North America","","","","","","1999","2024-10-05 12:12:09","2024-10-05 12:12:09","","249","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Cambridge Univ Pr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VP6XTTSX","journalArticle","2002","Porporato, A.; D’odorico, P.; Laio, Francesco; Ridolfi, Luca; Rodriguez-Iturbe, I.","Ecohydrology of water-controlled ecosystems","Advances in Water Resources","","","","https://www.sciencedirect.com/science/article/pii/S0309170802000581?casa_token=Ol32MiYBjv8AAAAA:UR8nDccpZKR8QiWkd-itSnSPZOCAl5GNmf0cjb9UP03Gq27qfEnQk0crgSTlby90UlWaWrOjTA0","","2002","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:22","1335–1348","","8-12","25","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\PC2M56MR\S0309170802000581.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66CD4BF7","thesis","2017","Huber, David P.","Precipitation Timing and Control Volumes Regulate Carbon and Nutrient Cycling in Cold Desert Soils","","","","","https://search.proquest.com/openview/8665cb4e3aa4555154ae64b2871f1d05/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=Sx5PJQ-uFb0AAAAA:0ub9PT7zGlRcxVUmaeTQpK2Nu0xOD6WoM-lb9PlGSdbD6EDMscjvlEXMVM77JRoQFQT2SpSBryk","","2017","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:24","","","","","","","","","","","","Idaho State University","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\rache\Zotero\storage\VSS8VAQR\intermediateredirectforezproxy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRG33HXQ","journalArticle","2019","Barnard, David M.; Germino, Matthew J.; Arkle, Robert S.; Bradford, John B.; Duniway, Michael C.; Pilliod, David S.; Pyke, David A.; Shriver, Robert K.; Welty, Justin L.","Soil characteristics are associated with gradients of big sagebrush canopy structure after disturbance","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.2780","https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.2780","Abstract                            Reestablishing shrub canopy cover after disturbance in semi‐arid ecosystems, such as sagebrush steppe, is essential to provide wildlife habitat and restore ecosystem functioning. While several studies have explored the effects of landscape and climate factors on the success or failure of sagebrush seeding, the influence of soil properties on gradients of shrub canopy structure in successfully seeded areas remains largely unexplored. In this study, we evaluated associations between soil properties and gradients in sagebrush canopy structure in stands that had successfully reestablished after fire and subsequent seeding treatments. Using a dataset collected across the Great Basin,               USA               , of sagebrush stands that had burned and reestablished between 1986 and 2013, we tested soil depth and texture, soil surface classification, biological soil crusts plus mean historical precipitation, solar heatload, and fire history as modeling variables to explore gradients in sagebrush canopy structure growth in terms of cover, height, and density. Deeper soils were associated with greater sagebrush canopy structure development in terms of plant density and percent cover, coarser textured soils were associated with greater sagebrush cover and density, and more clayey soils were typically associated with greater height. Biological crust presence was also positively associated with enhanced sagebrush canopy growth, but adding more demographically or morphologically explicit descriptions of biocrust communities did not improve explanatory power. Increasing heatload had a negative effect on sagebrush canopy structure growth, and increased mean annual precipitation was only associated with greater sagebrush height. Given that conservation and restoration of the sagebrush steppe ecosystems has become a priority for land managers, the associations we identify between gradients in post‐fire sagebrush canopy structure growth and field‐identifiable soil characteristics may improve planning of land treatments for sagebrush restoration and the understanding of semi‐arid ecosystem functioning and post‐disturbance dynamics.","2019-06","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:25","e02780","","6","10","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAFHS2E6","journalArticle","2014","Barkae, Erez David; Abramsky, Zvika; Ovadia, Ofer","Can models of density-dependent habitat selection be applied for trap-building predators?","Population Ecology","","","","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10144-013-0401-6&casa_token=LwZo6dF1pvYAAAAA:XLp7FiWZa5FMZYNBK3QbPcSyLHPfQ034aEKGM48JrXeRzfiQfJAo9t1XclUZAL6VMGd738ZvvAMkWQUX0g","","2014","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:27","175–184","","","56","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\rache\Zotero\storage\MDIUVNNQ\s10144-013-0401-6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTJQZCSB","journalArticle","2024","Ding, Jingyi; Eldridge, David","Intensifying aridity induces tradeoffs among biodiversity and ecosystem services supported by trees","Global Ecology and Biogeography","","1466-822X, 1466-8238","10.1111/geb.13894","https://onlinelibrary.wiley.com/doi/10.1111/geb.13894","Abstract                            Aim               Changes in climate are likely to have major impacts on benefits (i.e., biodiversity and ecosystem services) supported by trees. Here we explore the extent to which trees can support multiple benefits, and the potential tradeoffs among them, under increasing dryness.                                         Location               Eastern Australia.                                         Time period               2018–2019.                                         Major taxa studied               Trees.                                         Methods               We evaluated changes in biodiversity and services supported by trees and the nature of potential tradeoffs in response to increasing aridity, our proxy of drying regional climates. We assessed six benefits (biodiversity and five ecosystem services) supported by trees at 126 sites across a gradient from Australia's mesic coast to the arid interior.                                         Results               The value of average benefits did not vary with aridity, with winners and losers in biodiversity and ecosystem services as aridity intensified. Tradeoffs between biodiversity and soil stability declined with increasing aridity, but only in mesic environments, whereas tradeoffs between wood production potential and carbon storage intensified under greater aridity levels, but only in mesic environments. Aridity and tree structure were the major regulators of these tradeoffs, particularly under dry environments. Increasing aridity affected tradeoffs directly or indirectly by either suppressing the positive effect of tree height or exacerbating the negative effect of tree canopy size.                                         Main conclusions               Our results indicate that biodiversity and most ecosystem services supported by trees are likely to decline under future climate change scenarios and demonstrate the importance of targeting afforestation programs to specific services in particular climatic areas rather than attempting to improve multiple services.","2024-10","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:30","e13894","","10","33","","Global Ecol Biogeogr","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEQHGWXU","journalArticle","2021","Hacker, Ronald B.; McDonald, Sarah E.","Prospects for sustainable use of the pastoral areas of Australia’s southern rangelands: a synthesis","The Rangeland Journal","","","","https://www.publish.csiro.au/rj/RJ21036","","2021","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:34","185–209","","4","43","","","Prospects for sustainable use of the pastoral areas of Australia’s southern rangelands","","","","","","","","","","","","Google Scholar","","Publisher: CSIRO Publishing","","C:\Users\rache\Zotero\storage\8RMAPGDY\Hacker and McDonald - 2021 - Prospects for sustainable use of the pastoral area.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6T3GTGPF","journalArticle","2021","Ding, Jingyi; Travers, Samantha Kay; Eldridge, David John","Occurrence of Australian woody species is driven by soil moisture and available phosphorus across a climatic gradient","Journal of Vegetation Science","","1100-9233, 1654-1103","10.1111/jvs.13095","https://onlinelibrary.wiley.com/doi/10.1111/jvs.13095","Abstract                            Questions               Woody species are crucial biotic components in many of Earth’s terrestrial ecosystems because they support multiple ecosystem functions. The occurrence of woody species (i.e. their likelihood of being present at a single position) is driven by both climate and soil properties. However, empirical evidence is lacking on how multiple environmental factors regulate woody species occurrence across various climate regimes, limiting our ability to predict woody species distribution under different climate change scenarios.                                         Location               Woody plant species in eastern Australia; 1,500 km gradient.                                         Methods               We surveyed 6,353 mature (height >4 m) woody plants from 62 woody species at 150 sites along a 1,500 km climatic (i.e. aridity) gradient in eastern Australia, and used a generalized linear mixed model to explore the impact of summer rainfall, available soil phosphorus in the surface layer (0–10 cm), subsurface (100–200 cm) soil moisture and clay content, and interactions between aridity and the three soil variables on woody species occurrence (presence/absence).                                         Results               The overall occurrence of Australian woody species declined as the concentration of available soil phosphorus in the surface layer increased, with the impacts varying with increasing aridity. Subsurface soil moisture had strong positive effects on woody species occurrence in mesic areas, but the effect was attenuated with increasing aridity. Subsurface soil clay regulated the distribution of woody species, with finer soils promoting the likelihood of species occurrence in the dry subhumid zone, whereas coarser soils supported more woody species in the arid zone.                                         Conclusions               Our study provides empirical evidence that the distribution of Australian woody species is regulated by large‐scale shifts in soil moisture and available soil phosphorus, and local‐scale heterogeneity in soil texture. Our results suggest that forecasted climate change may restrict the distribution of woody species preferring particular soils, but expand the range of woody species that occur on dry or infertile soils.","2021-11","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:34","e13095","","6","32","","J Vegetation Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","Tanentzap, Andrew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E28DGV9","journalArticle","2021","Jiang, Lubing; Liu, Hongyan; Peng, Zhaoyu; Dai, Jingyu; Zhao, Fengjun; Chen, Zhiting","Root system plays an important role in responses of plant to drought in the steppe of China","Land Degradation & Development","","1085-3278, 1099-145X","10.1002/ldr.3930","https://onlinelibrary.wiley.com/doi/10.1002/ldr.3930","Abstract                            In the temperate grasslands of northern China, there exists a large range of soil texture. However, previous studies have mainly focused on the effect of climate water deficit on plant traits and have paid little attention to the effect of soil water deficit because grasses tend to use rainfall water directly. We measured eight drought‐related plant traits of 12 widely distributed perennial species in the temperate grassland in northern China and examined drought‐related plant traits under different aridity index ([ET               0               − P]/ET               0               ) and soil sand/clay ratio. The 12 species were categorized into three functional groups: fibrous‐rooted C               4               species, fibrous‐rooted C               3               species, and tap‐rooted C               3               species. Our results showed that increasing climate drought had influence on all selected functional groups, and the influence on aboveground biomass and height was especially large on fibrous‐rooted C               3               species. Coarse soil led to increased root length of fibrous‐rooted C               3               and tap‐rooted C               3               species. Our results imply that root system can be important to plant responses under drought, and soil texture can have influence on plant, though most of the traits show resistance to coarser soil.","2021-08-15","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:39","3498-3506","","13","32","","Land Degrad Dev","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KN6NUA6T","journalArticle","2012","Rotkopf, Ron; Barkae, Erez David; Bar-Hanin, Einav; Alcalay, Yehonatan; Ovadia, Ofer","Multi-axis niche examination of ecological specialization: responses to heat, desiccation and starvation stress in two species of pit-building antlions","PLoS One","","","","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0050884","","2012","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:42","e50884","","11","7","","","Multi-axis niche examination of ecological specialization","","","","","","","","","","","","Google Scholar","","Publisher: Public Library of Science San Francisco, USA","","C:\Users\rache\Zotero\storage\Z2D8I9CP\Rotkopf et al. - 2012 - Multi-axis niche examination of ecological special.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACR9VULK","journalArticle","2004","Huxman, Travis E.; Cable, Jessica M.; Ignace, Danielle D.; Eilts, J. Alex; English, Nathan B.; Weltzin, Jake; Williams, David G.","Response of net ecosystem gas exchange to a simulated precipitation pulse in a semi-arid grassland: the role of native versus non-native grasses and soil texture","Oecologia","","","","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00442-003-1389-y&casa_token=pVsEQXxNtD4AAAAA:KRQCTzK16ksUYSwr5E6YcFJDVoyIR-yNQlKQ19heFnafPLMyNrjGEEqkXKldIkEohBAG6nFXlSrnVFreSQ","","2004","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:48","295–305","","","141","","","Response of net ecosystem gas exchange to a simulated precipitation pulse in a semi-arid grassland","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\rache\Zotero\storage\4P9YLUUM\s00442-003-1389-y.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHY29QNH","bookSection","1992","Gosz, James R.; Parmenter, Robert R.; Marshall, Diane","Ecological Indicators in a Desert/Grassland Transition","Ecological Indicators","978-1-4613-7108-3 978-1-4615-4659-7","","","http://link.springer.com/10.1007/978-1-4615-4659-7_42","","1992","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:48","739-763","","","","","","","","","","","Springer US","Boston, MA","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-1-4615-4659-7_42","","C:\Users\rache\Zotero\storage\B7NB8AUZ\Gosz et al. - 1992 - Ecological Indicators in a DesertGrassland Transi.pdf","","","","McKenzie, Daniel H.; Hyatt, D. Eric; McDonald, V. Janet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNW8WWU3","journalArticle","2007","Buxbaum, C. A. Z.; Vanderbilt, K.","Soil heterogeneity and the distribution of desert and steppe plant species across a desert-grassland ecotone","Journal of Arid Environments","","","","https://www.sciencedirect.com/science/article/pii/S0140196306003934?casa_token=PWUXA1cxHpcAAAAA:FDN8dlH2SzBA6TUDNhk_YMnjKJIdghlkpHRgjYiNxp9IaBAbenR-e5bntbpFrK-dBeUFmj6Zpw8","","2007","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:11:57","617–632","","4","69","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\CKSABI7Q\S0140196306003934.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDH37M9R","journalArticle","2018","Sanaei, Anvar; Chahouki, Mohammad Ali Zare; Ali, Arshad; Jafari, Mohammad; Azarnivand, Hossein","Abiotic and biotic drivers of aboveground biomass in semi-steppe rangelands","Science of the Total Environment","","","","https://www.sciencedirect.com/science/article/pii/S0048969717326980?casa_token=OcTZTUknzpYAAAAA:Zs7X-XhMqBFnMKWTO_vfF6895GfqshHfgmOfgd4gWEemFTBbz1qXFckC69vLEM_YeeNMw1mUeN8","","2018","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:12:00","895–905","","","615","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\UW5M7XPY\S0048969717326980.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHBKICWW","journalArticle","2010","Curran, Timothy J.; Clarke, Peter J.; Warwick, Nigel WM","Water relations of woody plants on contrasting soils during drought: does edaphic compensation account for dry rainforest distribution?","Australian Journal of Botany","","","","https://www.publish.csiro.au/bt/BT09128","","2010","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:12:03","629–639","","8","57","","","Water relations of woody plants on contrasting soils during drought","","","","","","","","","","","","Google Scholar","","Publisher: CSIRO Publishing","","C:\Users\rache\Zotero\storage\SAE2ECI3\Curran et al. - 2010 - Water relations of woody plants on contrasting soi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRGEJLZE","journalArticle","2020","Zang, Yong-Xin; Min, Xiao-Jun; de Dios, Víctor Resco; Ma, Jian-Ying; Sun, Wei","Extreme drought affects the productivity, but not the composition, of a desert plant community in Central Asia differentially across microtopographies","Science of the Total Environment","","","","https://www.sciencedirect.com/science/article/pii/S0048969720307610?casa_token=6KdoffrOtagAAAAA:Ey3V5KoyIWXOHUtLWB-xySSQ4cyqYOWRFfS3sL8ddhew6QfFu7mCXJpzpNTk9off0H6PbRB3z-I","","2020","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:12:06","137251","","","717","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\ZGZFDWDT\S0048969720307610.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUD345T4","journalArticle","2008","Cable, Jessica M.; Ogle, Kiona; Williams, David G.; Weltzin, Jake F.; Huxman, Travis E.","Soil texture drives responses of soil respiration to precipitation pulses in the Sonoran Desert: implications for climate change","Ecosystems","","","","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10021-008-9172-x&casa_token=mjjVlMYqBkEAAAAA:Li1xLGoyEMZ8ocXhYELMvZsm0u8d2cwtbtYUn6uFr2RYoiQ11-OReN9DvZZ-jN81AFtGaxqCpbQ4A2MKnA","","2008","2024-10-05 12:12:09","2024-10-05 12:12:09","2024-10-05 12:12:09","961–979","","","11","","","Soil texture drives responses of soil respiration to precipitation pulses in the Sonoran Desert","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\rache\Zotero\storage\F47Z38II\s10021-008-9172-x.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9FCYHPK","journalArticle","1991","Dargie, T. C. D.; El Demerdash, M. A.","A quantitative study of vegetation - environment relationships in two Egyptian deserts","Journal of Vegetation Science","","1100-9233, 1654-1103","10.2307/3235891","https://onlinelibrary.wiley.com/doi/10.2307/3235891","Abstract.               Two contrasting Egyptian desert environments are examined by ordination and integrated inter‐pretationmethods. A crude site moisture index is strongly related to vegetation in both desert regions. Water quality is an additional strong control of floristic variation on the Sinai coastal plain and disturbance (by grazing and woodfuel collection) is important in the Eastern Desert. Useful indicator groupings of species are obtained as part of the analysis and are potential aids in the development and conservation of desert areas. Modern numerical methods offer considerable advances on the traditional descriptions of Egyptian desert ecosystems.","1991","2024-10-05 12:15:41","2024-10-05 16:12:06","2024-10-05 12:14:46","3-10","","1","2","","J Vegetation Science","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\I7L9SDZV\J Vegetation Science - February 1991 - Dargie - A quantitative study of vegetation ‐ environmei relationships in two.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6A4NMND","journalArticle","2013","Nano, Catherine E. M.; Pavey, Chris R.","Refining the ‘pulse‐reserve’ model for arid central <span style=""font-variant:small-caps;"">A</span> ustralia: Seasonal rainfall, soil moisture and plant productivity in sand ridge and stony plain habitats of the <span style=""font-variant:small-caps;"">S</span> impson <span style=""font-variant:small-caps;"">D</span> esert","Austral Ecology","","1442-9985, 1442-9993","10.1111/aec.12036","https://onlinelibrary.wiley.com/doi/10.1111/aec.12036","Abstract                            In dry ecosystems, water supply is highly variable in time and space, occurring either as short pulses of shallow soil water or long phases of deep soil water. There may be correspondence between hierarchical soil water pulses and hierarchical biological responses, but this has not been directly tested for arid               A               ustralia. We compared plant community responses to an isolated short rain pulse (about 130 mm,               N               ovember 2008)               versus               the start, mid and later stages of an extended high rainfall phase (about 540 mm,               F               ebruary 2010 to               M               arch 2011) at a site on the western edge of the               S               impson               D               esert. We sampled across contrasting habitats: tall longitudinal sand ridges and adjacent stony clay plains (gibber). Thus, we compared responses to spatially variable soil moisture availability (sand               vs.               clay soil; run‐off/on relief) and temporally variable rainfall supply. Our results supported the hierarchical resource pulse‐biological response concept for dry ecosystems, with the short and long rainfall phases modulating distinct responses among functional types. Shallow‐rooted annual grasses showed an equivalent positive response to the isolated pulse as to the first pulse of the high rain phase; whereas short‐lived forbs, longer‐lived (2–3 years) grasses and persistent forbs had peak abundance during the high rainfall phase. Perennial grass and shrub productivity did not change over time, though there was a distinct trend towards heightened sexual reproduction at the mid‐late stages of the high rain phase. We also found that species seasonal growth tendencies were pronounced, and that spatial aspects of moisture availability resulted in different composition patterns at the habitat scale with the gibber and sand ridge sites showing strong and weak correspondence with temporal rainfall patterning respectively. Thus, we confirm that plant productivity models for this region should include the effects of rainfall connectivity and soil texture as well as species seasonal growth constraints and rooting attributes.","2013-11","2024-10-05 12:15:41","2024-10-05 12:15:41","2024-10-05 12:14:47","741-753","","7","38","","Austral Ecology","Refining the ‘pulse‐reserve’ model for arid central <span style=""font-variant","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTY2DSA8","journalArticle","2008","Koechy, Martin","Effects of simulated daily precipitation patterns on annual plant populations depend on life stage and climatic region","BMC Ecology","","1472-6785","10.1186/1472-6785-8-4","http://bmcecol.biomedcentral.com/articles/10.1186/1472-6785-8-4","","2008","2024-10-05 12:15:41","2024-10-05 12:15:41","2024-10-05 12:14:50","4","","1","8","","BMC Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\NV48JXL4\Koechy - 2008 - Effects of simulated daily precipitation patterns .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB3I5EDF","bookSection","2015","Blumler, Mark A.","Deciduous Woodlands in Mediterranean California","Warm-Temperate Deciduous Forests around the Northern Hemisphere","978-3-319-01260-5 978-3-319-01261-2","","","http://link.springer.com/10.1007/978-3-319-01261-2_14","","2015","2024-10-05 12:15:41","2024-10-05 12:15:41","2024-10-05 12:14:56","257-266","","","","","","","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","Series Title: Geobotany Studies DOI: 10.1007/978-3-319-01261-2_14","","","","","","Box, Elgene O.; Fujiwara, Kazue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AE4VXMKJ","journalArticle","2024","Bradfield, Scott Jared; Ocheltree, Troy W.; Knapp, Alan K.; Hoffman, Chad M.; Augustine, David J.","DYNAMICS OF STRESS AND MORTALITY FOR GRASS DOMINATED ECOSYSTEMS: AN INTERPLAY OF WATER LIMITATION, HEAT, AND EROSION","","","","","https://api.mountainscholar.org/server/api/core/bitstreams/580e0ad4-de86-4b0b-bbca-3e3dd7f69b0d/content","","2024","2024-10-05 12:15:41","2024-10-05 12:15:41","2024-10-05 12:14:59","","","","","","","DYNAMICS OF STRESS AND MORTALITY FOR GRASS DOMINATED ECOSYSTEMS","","","","","","","","","","","","Google Scholar","","Publisher: Colorado State University. Libraries","","C:\Users\rache\Zotero\storage\6LKFECM3\Bradfield et al. - 2024 - DYNAMICS OF STRESS AND MORTALITY FOR GRASS DOMINAT.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
